window,val_MAE,val_RMSE,test_MAE,test_RMSE
72,28.221091766622887,43.50391520654396,27.683890827393537,43.87993207133649
24,28.623689042954556,44.195318120281584,27.9916128110329,44.03639676387743
168,28.756664588329357,44.20042176337651,27.338206651682988,43.04454343273288
