window,val_MAE,val_RMSE,test_MAE,test_RMSE
72,34.69169073317516,55.428970204164315,33.967909242760896,55.17753836665412
24,34.69135741058562,55.47038782655704,34.015084717535764,55.321680802127815
168,34.83627167871276,55.61889684537566,34.0253958249058,55.2418106012369
